country,policy,status,local_national,gov_non-gov,type,subtype,stability,justice,foreign,climate,start_day,start_month,start_year,end_day,end_moth,end_year,source1,text1,source2,text2,source3,text3,source4,text4,source5,text5,source 6,text6,source7,text7,source8,text8,source9,text9,source10,text10,source11,text11,source12,text12
Italy,"introduction of an e-voucher for public transport (for students, pensioners and those earning less than 35,000 EUR per year)",implemented,national,gov,subsidy public transport,,0.5,1,1,1,1,9,2022,31,12,2022,https://www.bruegel.org/dataset/national-policies-shield-consumers-rising-energy-prices,The draft also includes new allocations for the 60 euros transportation bonus to purchase public transportation passes.,https://www.interregeurope.eu/news-and-events/news/reducing-energy-demand-with-low-cost-public-transport,"While other countries are slashing transport costs, Italy will introduce a public transport bonus in September, whereby students, pensioners and those earning less than 35,000 EUR per year will be given a voucher worth 60 EUR to contribute to the cost of annual and monthly passes for buses, trains services and metro systems. The scheme will operate until December.",https://www.lavoro.gov.it/priorita/pagine/da-settembre-2022-bonus-fino-a-60-per-abbonamenti-annuali-o-mensili-tpl.aspx/,"""From next September it will be possible for users of public transport - declares Minister Orlando - to request a bonus for mobility . This is concrete support for students, workers, retirees and for all those citizens who use public transport , on rubber and iron, which we will try to make structural for next year as well"". 
 
 ""This measure, designed to support the most economically fragile people in a difficult moment like the current one - declared Minister Giovannini - is an opportunity to encourage the use of local public transport and is an example of a measure which, as we hope, will produce positive effects also from the point of view of social and environmental sustainability"".
 
 With Decree-law n. 50 of 17 May 2022 (the so-called Aid Decree, art. 35), converted with amendments into Law no. 91 of 15 July 2022, the ""Transport Bonus"" was established by the Ministry of Labor and Social Policies, in concert with the Ministries of Economy and Finance and of Infrastructure and Sustainable Mobility. The purpose of the ""social measure"" is to support income and counter the impoverishment of families resulting from the current energy crisis. 
 
 The voucher provided for by the Decree can be used for the purchase of annual or monthly season tickets for local, regional and inter-regional public transport services or for national railway transport services. 
 
 The budget provided is 79 million euros (Fund set up at the Ministry of Labor and Social Policies). 
 
 The voucher can be equal to up to 100% of the expenditure to be incurred and is recognized, in any case, within the maximum value limit of 60 euros . The Bonus is personal and can be used for the purchase of a single subscription (annual, monthly or relating to several months) to be purchased in the month in which it is requested and obtained: the period of validity of the voucher is in fact limited to the calendar month of issue, even if you purchase an annual or monthly subscription starting the following month. Each beneficiary will be able to request one ""Transport Bonus"" per month, by 31 December 2022 or until resources run out .",,,,,,,,,,,,,,,,,,
Latvia,no policies implemented,,national,gov,no policies implemented,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lithuania,no policies implemented,,national,gov,no policies implemented,,0,0,0,0,,,,,,,https://www.baltictimes.com/lithuania_has_no_plans_to_cut_fuel_excise_duties___finance_minister/,Lithuania has no plans to cut fuel excise duties – finance minister,"Andrius RUŽINSKAS andrius.ruzinskas@sumin.lt
 
Future Mobility Policy Group",Please be informed that Lithuania haven‘t applied special measures in transport sector in order to mitigate the energy crisis.,,,,,,,,,,,,,,,,,,,,
Luxembourg,price reduction for agricultural diesel,implemented,national,gov,measure fuel price,other,1,1,0,0,16,5,2022,31,8,2022,https://gouvernement.lu/fr/actualites/toutes_actualites/communiques/2022/05-mai/16-reduction-temporaire-prix-gasoil.html,"In addition to the fall in the price of fuel oil, the sale price of diesel used exclusively for agricultural and horticultural work, in fish farming and forestry as well as diesel used for industrial and commercial uses will also drop by 7.5 cts/ l Including VAT from 16 May. This measure will remain in effect until July 31, 2022.
 
 The reduction of 7.5 cts/l including tax is applied automatically, no action is required by the consumer.",https://gouvernement.lu/de/actualites/toutes_actualites/communiques/2022/08-aout/12-verlangerung-senkung-verkaufspreis-agrardiesel.html,"Due to the extraordinary increase in prices of petroleum products due to the international situation, the government decided, among other measures, to introduce a temporary reduction of 7.5 cents per liter, including taxes, for diesel fuel exclusively used in agricultural and horticultural activities, fish farming, and forestry.

This measure, originally set to expire on July 31, 2022, has been extended until August 31, 2022.

The reduction of 7.5 cents per liter, including taxes, will be automatically applied starting from August 16, 2022, and farmers do not need to take any action.",,,,,,,,,,,,,,,,,,,,
Luxembourg,reduction in fuel excise duty,implemented,national,gov,measure fuel price,reduce fuel tax,1,1,0,0,13,4,2022,31,8,2022,https://www.bruegel.org/dataset/national-policies-shield-consumers-rising-energy-prices,"Additional support schemes, tax credits and the reduction of 7.5 cents/euro per litre of fuel (diesel, petrol) and per litre of heating oil until the end of 2022, were introduced to increase the purchasing power of citizens and vulnerable groups",https://www.orbitax.com/news/archive.php/Luxembourg-Parliament-Approves-49745,"On 28 April 2022, the Luxembourg Ministry of Finance announced that the parliament has approved the reduction in fuel prices by 7.5 cents per liter. The reduction is part of the energy relief package, the ""Solidaritéitspak"", and will apply once the law is published and enters into force. In particular, the 7.5 cents per liter reduction applies for diesel used for agricultural and horticultural work, and for industrial diesel until 31 July 2022. The 7.5 cents per liter reduction also applies for fuel oil until 31 2022. It is also noted that a reduction in the sales price by 7.5 cents for gasoline and diesel used as fuel was achieved through a temporary reduction in excise duties by the Grand-Ducal regulation of 8 April 2022, which applies from 13 April to 31 July 2022.",https://mfin.gouvernement.lu/fr/actualites.gouvernement%2Bfr%2Bactualites%2Btoutes_actualites%2Bcommuniques%2B2022%2B04-avril%2B28-subvention-mazout.html,"The Chamber of Deputies adopted, on April 28, 2022, the bill allowing the temporary reduction of the selling price of 7.5 euro cents per liter for ""fuel oil"" diesel used as fuel, diesel used exclusively for agricultural and horticultural work, in fish farming and forestry as well as diesel for industrial and commercial uses.
 
 This measure, specific and limited in time, is part of the ""Solidaritéitspak"" and was decided in response to the considerable rise in the price of petroleum products in recent months.
 
 The measure applies automatically as soon as the law comes into force, and no action is required by the consumer. Indeed, the reduction will be applied directly by economic operators and will be compensated by the State. The impact on the State budget is estimated at 12 million euros.
 
 The price reduction on diesel used for agricultural and horticultural work, and for industrial diesel will be applicable until July 31, 2022. As for the sale price of ""fuel oil"", the reduction will be applicable until December 31, 2022.
 
 Finance Minister Yuriko Backes comments: ""This measure, provided for in the framework of the tripartite agreement, supports households and businesses to cope with the rise in the price of petroleum products. Together with the other measures of the ""Solidaritéitspak "", this reduction also contributes to strengthening the purchasing power of households in this difficult period.""
 
 As a reminder, the reduction in the sale price of 7.5 cents for gasoline and diesel used as fuel was achieved through a temporary reduction in excise duties on these products. Established by the Grand-Ducal regulation of April 8, 2022, this reduction, applicable since April 13, remains in force until July 31, 2022.",https://gouvernement.lu/fr/actualites/toutes_actualites/communiques/2022/05-mai/16-reduction-temporaire-prix-gasoil.html,"As a reminder, the reduction in the sale price of 7.5 cents for gasoline and diesel used as fuel was achieved through a temporary reduction in excise duties on these products. Established by the Grand-Ducal regulation of April 8, 2022, this reduction, applicable since April 13, remains in effect until July 31, 2022. This price reduction is reflected directly in the prices displayed at the pump.",https://delano.lu/article/government-extends-fuel-discou,"The government will maintain the 7.5c/litre discount at the pump until the end of August, the finance ministry confirmed on 22 July.",https://delano.lu/article/fuel-discount-to-end-after-aug,"The government is currently not discussing further extending a 7.5 cents per litre discount on petrol and diesel, finance minister Yuriko Backes said on Thursday.

In a bid to help households shoulder the burden of rising energy prices, the government in April had slashed petrol and diesel prices by 7.5 cents per litre at service stations. Fuel prices have fluctuated since and reached €1.73 for Super 95, €1.95 for Super 98 and €1.78 for diesel on Friday.

Set to expire in July, the measure was extended through August, but Backes (DP) on Thursday told Radio 100,7 that there is currently no discussion to further prolong the discount. The government instead would like to prioritise other support measures, she said. ",,,,,,,,,,,,
Luxembourg,VAT cut by 1%,implemented,national,gov,measure fuel price,reduce fuel tax,1,1,0,0,1,1,2023,31,12,2023,https://www.luxtimes.lu/en/luxembourg/parliament-rubber-stamps-vat-cuts-fuel-subsidies-63525d7ade135b9236023ada,"On Thursday, parliament unanimously approved to cut all VAT rates by one percentage point, except the super-reduced rate of 3% which is levied on everyday items such as food, with the changes coming into force on 1 January and expiring at the end of 2023.",,,,,,,,,,,,,,,,,,,,,,
Malta,reduction in fuel excise duty,implemented,national,gov,measure fuel price,reduce fuel tax,1,1,0,0,1,1,2022,31,12,2023,https://timesofmalta.com/articles/view/government-to-slash-fuel-tax-to-cover-increase-in-international-oil.914139,"The government will be reducing the excise duty on fuel to avoid an increase in petrol and diesel prices, Finance Minister Clyde Caruana announced in Parliament on Wednesday. 
 
 Caruana said that, through a legal notice, the government will be reducing fuel tax following a sharp rise in the international price of oil.
 
 The legal notice will be published on Thursday. 
 
 The excise duty on unleaded petrol has been slashed from €490.058 to €359 per 1,000 litres, while the tax on diesel has been dropped to €330 from €413.078 
 
 Caruana said prices at the pumping stations will remain the same. 
 
 The measure, he said, will cost the government around €31 million over a year, equivalent to €2.5 million a month.
 
 Commenting on the increase in oil prices, the minister said most European countries have experienced a rise of 20% to 30%.
 
 The measure will remain in place until the end of 2022, Caruana said.
 
 Independent journalism costs money. Support Times of Malta for the price of a coffee.",https://taxfoundation.org/gas-taxes-in-europe-2022/,Malta’s temporary rate decrease is in effect for all of 2022.,,,,,,,,,,,,,,,,,,,,
Netherlands,reduction of fuel excise duty,implemented,national,gov,measure fuel price,reduce fuel tax,1,1,0,0,1,4,2022,30,6,2023,https://www.globalvatcompliance.com/globalvatnews/netherlands-energy-vat-reduction/,"lowering the excise tax on gasoline, diesel, and LPG by 21% with effect on April 1",https://business.gov.nl/amendment/taxes-on-energy-petrol-diesel-lowered/,"What has changed?
 
 From 1 April 2022 excise duties for LPG (including liquid propane and butane) and LNG have been reduced with 4.1 cent per litre. Also, excise duties on petrol and diesel are lowered with 21%. This means petrol will be lowered in price with 17.3 cents per litre. Diesel will be 11.1 cent per litre cheaper.
 
 The lower excise duty on petrol, diesel, LPG and LNG is extended by six months. The end date will be 30 June 2023, instead of 31 December 2022.
 
 The excise duty on fuels has been lower since 1 April 2022:
 
 excise duty on petrol has been reduced by 17.3 cents per litre
 excise duty on diesel has been reduced by 11.1 cents per litre
 excise duty on LPG (including liquid propane and butane) has been reduced by 4.1 cents per litre
 excise duty on LNG has been reduced by 4.1 cents per litre
 
 For whom?
 
 all entrepreneurs",https://business.gov.nl/amendment/taxes-on-energy-petrol-diesel-lowered/,"The lower excise duty on petrol, diesel, LPG, and LNG will remain in place until 30 June 2023.",,,,,,,,,,,,,,,,,,
Norway,increased turnover requirement for biofuel in road traffic from 15.5 to 17 per cent,implemented,national,gov,alternative fuels,,0,0,1,1,1,1,2023,31,12,2100,https://www.regjeringen.no/no/aktuelt/fjerner-drivstoffavgift-fra-1.-januar-2023/id2951315/,"The government increases the turnover requirement for biofuel in road traffic from 15.5 to 17 per cent. In addition, a new turnover requirement for biofuel for non-road machines is introduced, which is set at 10 per cent. Increased sales of biofuel, to replace fossil fuels, will result in reduced emissions of greenhouse gases, which are estimated to more than offset the effect of the tax reductions.",,,,,,,,,,,,,,,,,,,,,,
Norway,reduction of fuel tax,implemented,national,gov,measure fuel price,reduce fuel tax,1,1,0,0,1,1,2023,31,12,2100,https://www.regjeringen.no/no/aktuelt/fjerner-drivstoffavgift-fra-1.-januar-2023/id2951315/,"The government's proposal to remove the basic tax on mineral oil from 1 January 2023 has been adopted by the Storting. This is a historic tax cut that will particularly benefit the construction industry. In addition, reduced road use tax contributes to a reduction in fuel taxes, also for households. These tax changes help to reduce pump prices for fuel. Overall, the total fuel taxes are reduced by approx. NOK 2.2 billion, after the increase in CO2 taxes has been taken into account.
 
 - Fuel prices have increased sharply through 2022. Many households and businesses experience high fuel prices as a major challenge. Reduced fuel taxes help make everyday life a little easier for households and businesses, and will mean a lot especially for the construction industry, says Finance Minister Trygve Slagsvold Vedum.
 
 The road use tax on fuel is reduced by a total of NOK 1.88 billion.
 Higher CO2 tax in road traffic increases the state's revenue by NOK 1.26 billion. The net tax reduction on fuel in road traffic will thus be in excess of NOK 600 million.
 
 Removing the basic tax on mineral oil means a relief of NOK 1.95 billion. Higher CO2 tax for non-road machines increases the state's income by NOK 390 million, including the new rate for those subject to quotas. The net tax reduction on fuel for non-road machinery (agricultural and construction machinery and industry) will thus be approximately NOK 1.56 billion.
 
 - The government announced in the Hurdal platform that we will reduce taxes that affect most people, such as electricity tax and fuel tax. The reduction in fuel taxes in the 2023 budget is a direct follow-up to the government's tax policy, says Vedum",,,,,,,,,,,,,,,,,,,,,,
Poland,reduction of taxes on fuel,implemented,national,gov,measure fuel price,reduce fuel tax,1,1,0,0,20,12,2021,31,12,2022,https://www.dw.com/en/poland-to-cut-fuel-and-energy-taxes-in-anti-inflation-shield/a-59929556,"Taxes on petrol will be lowered to the minimum allowed by the European Union. This will go on for five months, starting on December 20.","https://biznes.trojmiasto.pl/Obnizona-akcyza-na-paliwa-i-prad-do-31-lipca-2022-n166986.html#:~:text=Rz%C4%85d%20planuje%20przed%C5%82u%C5%BCenie%20pierwszej%20tarczy%20antyinflacyjnej%20do%2031%20lipca%202022.&text=Obni%C5%BCka%20akcyzy%20na%20paliwa%20silnikowe,Od%201%20stycznia%202022%20r.","The excise duty reduction for motor fuels, heating oil and electricity and the exemption from excise duty on electricity for households will be in force until July 31, 2022. From January 1, 2022, the rates of excise duty on fuels have changed . Initially, they were to apply until May 31, 2022.


Czytaj więcej na: https://biznes.trojmiasto.pl/Obnizona-akcyza-na-paliwa-i-prad-do-31-lipca-2022-n166986.html",https://legalis.pl/wydluzona-do-31-7-2022-r-obnizka-akcyzy-na-prad-i-paliwa/,"Excise duty on fuels and electricity is still temporarily reduced. Originally, we were supposed to return to standard rates on May 31, 2022. This date has been postponed, for now, to July 31, 2022. Although the excise duty reduction does not fundamentally solve the problem of high prices, we will certainly feel the weight of the excise tax when these regulations finally cease to apply. It is about PLN 0.10 per liter of gasoline and about PLN 0.4 per liter of diesel.",https://www.podatki.biz/artykuly/tarcze-antyinflacyjne-zostana-przedluzone-do-konca-pazdziernika_34_50755.htm,"The so-called anti-inflationary shields will be extended until 31 October this year. As part of the shields, among others, the VAT rates and excise duty on selected products, which is intended to reduce problems with high inflation. The act extending the reductions has already been published in the Journal of Laws.

“Inflation is a global problem. The government's extensive measures are intended to stop the increase in prices caused by external factors. Therefore, the anti-inflation shields have been extended and will be in force until October 31 this year. – we read in the statement of the Ministry of Finance.

The shields include reduction of VAT rates: - to 0 percent. on food previously subject to the 5% rate; – up to 0 percent for fertilisers, plant protection products and other agricultural production aids (instead of 8%); – up to 0 percent natural gas (instead of 23%); – up to 5 percent for electricity and heat (instead of 23%); – up to 8 percent for engine fuels (instead of 23%).

The package of preferences also includes a reduction to the minimum level of excise duty on motor fuels, light fuel oil and electricity, as well as an exemption from this tax on the sale of electricity to households. Under the shields, the sale of motor fuels is also exempt from retail sales tax.

The changes are introduced by the Act of 7 July 2022 on crowdfunding for business ventures and assistance to borrowers (Journal of Laws of 2022, item 1488).

Most of the new regulations will enter into force on July 29, 2022.",https://kpmg.com/us/en/home/insights/2022/06/tnf-poland-extension-anti-inflation-measures-vat-sales-excise-tax-rate.html,"The lower house of the Polish Parliament on 9 June 2022 passed legislation extending the application of anti-inflation measures (referred to as the Anti-Inflation Shield) to 31 October 2022 (from 31 July 2022).

The anti-inflation measures include:

Reduced value added tax (VAT) rates on fuels (8% instead 23%), 5% VAT rate on heating and electricity, and VAT exemption on gas
VAT exemption on basic foods and fertilizers
Reduced excise duty on electricity, excise duty exemption on electricity sold to households, reductions in excise duty on selected motor fuels and light fuel oil
Temporary exemption from retail sales tax on fuel sales",https://www.podatki.biz/artykuly/podatki-2022-obnizone-stawki-podatkow-przedluzone-do-konca-roku_34_51233.htm,"Pursuant to the amendment adopted by the Sejm, the operation of the anti-inflation shield will be extended until December 31, 2022. This means that lower VAT rates will be maintained for a longer period of time on basic food products, electricity and heat, natural gas, some engine fuels, as well as fertilizers and some used in agricultural production.

At the same time, the excise duty solutions, which are favorable for taxpayers, were extended. It is about lowering to the minimum EU level rates for electricity, light fuel oil and some motor fuels (diesel oil, biocomponents constituting intrinsic fuels, petrol and LPG). Electricity used by households will also be exempt from excise duty for a longer period of time. As part of the shield, the exclusion of the sale of engine fuels from the retail sales tax will also be maintained.",,,,,,,,,,,,
Poland,VAT reduction on fuel,implemented,national,gov,measure fuel price,reduce fuel tax,1,1,0,0,1,2,2022,31,12,2022,https://www.sueddeutsche.de/wirtschaft/energie-so-gehen-europaeische-laender-gegen-hohe-energiepreise-vor-dpa.urn-newsml-dpa-com-20090101-220425-99-31784,"Starting February 1, Poland has lowered the tax rate on fuel for six months. The VAT rate for petrol and diesel was reduced from 23 to 8 percent.",https://www.bruegel.org/dataset/national-policies-shield-consumers-rising-energy-prices,"On 11 January 2022, Polish Prime Minister Mateusz Morawiecki detailed his second “anti-inflation shield”: VAT on food, gas and fertilizers goes to 0%, while that on petrol and diesel to 8% and that on heating at 5%, for six months. Financial aid measures to shield public administration entities were also rolled out. [...] Starting on 1 February 2022, Poland lowered the tax rate on fuel for six months. The VAT rate for petrol and diesel was reduced from 23 to 8 percent.",https://www.globalvatcompliance.com/globalvatnews/poland-implements-anti-inflation-shield-2-0/,"Poland’s Anti-Inflation Shield 2.0 is a bundle of measures that will lower or temporarily remove VAT on food, petrol, electricity, or fertilizers starting from February until 31 July 2022. 
 Petrol – Reduced VAT rate to 8% 
 The December excise duty cut slowed the worrying increase in gasoline costs. In February, VAT will be reduced from 23% to 8%. This will lower the gasoline costs by 60-70 gr per liter. With these steps, Poles will save up to 1 PLN per liter of fuel, bringing the price of petrol down to about 5 PLN per liter.",https://kpmg.com/us/en/home/insights/2022/01/tnf-poland-reduced-vat-rates-through-31-july-2022.html,"Legislation amending the value added tax (VAT) law provides for a temporary reduction of VAT rates on certain categories of goods, beginning 1 February 2022 through 31 July 2022.
 
 The legislation is aimed at lowering retail prices to reduce the effect of surging inflation.
 
 Under the new legislation, the reduced 5% VAT rate on electricity is to apply until 31 July 2022, while the 0% VAT rate on natural gas is to apply from 1 January 2022 through 31 July 2022.
 
 Furthermore, there are reduced VAT rates on:
 
 Food products listed in items 1-18 of appendix 10 to the VAT law (such as fish and fish products, dairy products, vegetables, fruit, including fruit and vegetable products, cereals, products of the milling industry, cereal and bakery products and some beverages)—from 5% to 0%
 Fertilizers, pesticides, potting soil, and other measures supporting agricultural productions—from 8% to 0%
 Diesel fuel and motor fuels—from 23% to 8%, effective from 1 January 2022 through 31 July 2022",https://www.gov.pl/web/primeminister/we-are-doing-all-we-can-to-keep-prices-lower-and-fight-raging-inflation-says-polish-prime-minister,"The tax cut under the Government Anti-Inflation Shield 2.0 has come into effect. Starting from 1 February, Poles can expect to pay less for fuel, basic foodstuffs, natural gas, system heat, as well as fertilisers. Further, the reduced VAT rate on electricity will also apply for several more months. Poland’s Government Anti-Inflation Shield is one of the most extensive anti-inflation programmes in Europe. Together with the first Anti-inflation Shield, these government measures will bring Poles savings totalling nearly PLN 25 billion.",https://kpmg.com/us/en/home/insights/2022/06/tnf-poland-extension-anti-inflation-measures-vat-sales-excise-tax-rate.html,"The lower house of the Polish Parliament on 9 June 2022 passed legislation extending the application of anti-inflation measures (referred to as the Anti-Inflation Shield) to 31 October 2022 (from 31 July 2022).

The anti-inflation measures include:

Reduced value added tax (VAT) rates on fuels (8% instead 23%), 5% VAT rate on heating and electricity, and VAT exemption on gas",https://www.ebvfinance.com/extension-of-the-reduced-vat-rate-on-fuel-in-poland-2,"Polish government has decided to extend the reduced rate of value added tax (VAT) on petrol and diesel.

VAT rate on fuel in Poland has been reduced from 23% to 8%. this year February. This VAT cut was due to expire on 31 July. According to the official information, current VAT relief will be valid until 31.10.2022.

Share
",https://visegradpost.com/en/2022/12/15/lower-taxes-and-subsidies-against-the-energy-crisis-in-poland/,"This anti-inflation shield, which was put in place when Poland was already experiencing a surge in inflation in the autumn of 2021 (inflation had reached 7 per cent year-on-year by November last year), specifically addressed energy prices, both to provide relief to individuals and businesses and to reduce future inflation. For fuels, the VAT rate was reduced from 23% to 8% and the excise tax was also reduced to the minimum allowed by the EU. VAT was also reduced to 0% on natural gas and food products as well as fertilisers, and it was reduced from 23% to 5% on electricity, which is also no longer subject to excise tax when sold to individuals.

Initially scheduled to last until July 2022, the anti-inflation shield was extended to the end of October and then to the end of December 2022 due to the worsening of the situation following Russia’s invasion of Ukraine. On 1 January, however, VAT on fuel at the pump is due to return to 23%. ",https://www.fiscal-requirements.com/news/1663,"In accordance with the European inflation VAT reduction, Poland is another country that will extend VAT reduction. More precisely, the first reduction was introduced to be applied until 31 October 2022, but that will be extended until 31 December 2022. The extension until 31 December 2022 will be applied as follows:
- 8% Fuel (diesel)",,,,,,
Portugal,reduction of petroleum products tax (ISP) for petrol and diesel,implemented,national,gov,measure fuel price,reduce fuel tax,1,1,0,0,1,10,2021,31,12,2100,https://www.bruegel.org/dataset/national-policies-shield-consumers-rising-energy-prices,Moreover the government suspended the petrol tax ISP. The total funding allocated to the measure was €663 million.,https://www.portugal.gov.pt/download-ficheiros/ficheiro.aspx?v=%3d%3dBQAAAB%2bLCAAAAAAABAAzNDYxMQEAansBAQUAAAA%3d,"WHO?
 All consumers of petrol and diesel.
 WHEN?
 Beginning November 2021 and continuing into 2023.
 HOW?
 Suspension of Carbon tax (≈380 M€) Reduction
 of ISP (≈1 100 M€)
 Total reduction in the tax burden now amounts to 0.28
 /L for diesel and 0.26 /L for petrol",https://www.macaubusiness.com/portugal-fuel-tax-cut-to-offset-vat-means-15-5-cent-discount-on-litre-of-petrol/,"The reduction in Portugal’s petroleum products tax (ISP) to an amount equal to that which would result from the decrease in the value-added tax on fuel will translate as of Monday into an additional discount of 15.5 euro cents per litre on petrol and 14.2 cents on diesel, according to the Ministry of Finance. 
 
 The size of the impact of the ISP cut was announced by the ministry in a statement issued at the end of last week, taking into account the coming into force from Monday of a measure to mitigate the market-driven rise in fuel prices, by which a reduction with a similar impact to the decrease in the VAT rate on fuel from 23% to 13% is reflected in the ISP.
 
 As a result of this measure, the statement states, as of Monday “the fuel tax burden will take into account this decrease in ISP (and the corresponding effect on VAT), resulting in an additional tax discount of 14.2 cents per litre on diesel and 15.5 cents per litre on petrol.” 
 
 The same note states that the value of the tax reduction now implemented for the month of May “will be reviewed for the month of June, so as to continue to replicate the impact that would result from a reduction in the VAT rate from 23% to 13%, taking into account updated prices.”",,,,,,,,,,,,,,,,,,
Portugal,excise duty reduced equivalent to the reduction of VAT to 13%,implemented,national,gov,measure fuel price,reduce fuel tax,1,1,0,0,1,5,2022,31,12,2022,https://www.macaubusiness.com/portugal-fuel-tax-cut-to-offset-vat-means-15-5-cent-discount-on-litre-of-petrol/,"The two measures – reduction of ISP unit rates to the equivalent of a 13% VAT rate and the weekly review mechanism of this tax – are cumulative,” notes the ministry in its statement, stressing that as of Monday consumers “will benefit from a reduction in the tax burden on diesel and petrol of 20 cents per litre.”",https://www.reuters.com/article/portugal-energy-taxes-idUSL5N2W5597,"Portugal will reduce a special tax levied on fuel, offsetting around half the increase in the price of diesel that has occurred since October 2021 and 74% of the gasoline price rise, Prime Minister Antonio Costa said on Thursday.
 
 This way Portugal won’t have to wait for the European Commission to give a green light to a proposed cut in value-added tax (VAT) on fuel to 13% from 23%, Costa told parliament.",https://www.theportugalnews.com/news/2022-09-22/europe-green-lights-portuguese-fuel-tax-reduction/70561,"The information was provided to the Lusa agency by European sources, who explained that the request was made by the Portuguese executive to the European Commission last April, allowing it to accommodate measures such as the reduction of the Tax on Petroleum Products (ISP) equivalent to that which would result from a decrease of 10 percentage points (from 23% to 13%) in the VAT rate on fuel.",https://www.theportugalnews.com/news/2022-09-22/europe-green-lights-portuguese-fuel-tax-reduction/70561,"The information was provided to the Lusa agency by European sources, who explained that the request was made by the Portuguese executive to the European Commission last April, allowing it to accommodate measures such as the reduction of the Tax on Petroleum Products (ISP) equivalent to that which would result from a decrease of 10 percentage points (from 23% to 13%) in the VAT rate on fuel.

In addition to Portugal, Brussels approved a similar request made by Sweden, with “the [EU] Council having to adopt these decisions before the end of September”, according to the same sources.

According to the decision of the community executive on the Portuguese request, dated 22 August and to which Lusa had access today, “Portugal is authorised to apply reduced rates of excise duty to diesel and unleaded gasoline used as fuel, below the minimum levels of taxation” provided for in this directive. The reasoning accompanying the decision reads that “the requested period of validity is until December 31, 2022, that is, within the maximum period allowed”.

“According to the Portuguese authorities, the objective of the measure is to mitigate the high retail prices of fuels associated with the consumption of fuel, resulting from the current geopolitical evolution and which directly affects both households and companies”, the explanatory text also states.",,,,,,,,,,,,,,,,
Portugal,introduction of a weekly mechanism for reviewing the ISP unit rate,implemented,national,gov,other,,0,0,0,0,1,3,2022,31,12,2100,https://www.macaubusiness.com/portugal-fuel-tax-cut-to-offset-vat-means-15-5-cent-discount-on-litre-of-petrol/,"This measure is in addition to the weekly mechanism for reviewing the ISP unit rate, which allows for variations in VAT revenue resulting from the rise (or fall) in selling prices for diesel and petrol to be reflected in this tax.",,,,,,,,,,,,,,,,,,,,,,
Portugal,Reduction of Single Tax on Circulation (IUC) for freight transport,implemented,national,gov,other,,1,0,0,0,1,1,2022,31,12,2026,https://static.eurofound.europa.eu/covid19db/cases/PT-2022-1_2916.html,"This measure falls within the scope of the specific support provided for the freight transportation sector, and applies specifically to category D vehicles, operating in road transportation of goods for third parties.
 
 This measure stipulates a 50% reduction in the Single Tax on Circulation (IUC) for road transportation of goods for third persons, and is specifically applicable to category D vehicles (freight transportation vehicles). Law 84/2021, of 6 December, changes the rates set in the Single Tax Circulation Code (Law 22-A/2007, of June 29) and extends article 70 of the support measures for road transportation of the Fiscal Benefits Statute (Decree-Law 215/89, of 1 July) until 31 December 2026.",,,,,,,,,,,,,,,,,,,,,,
Portugal,suspension of the carbon tax increase,cancelled,national,gov,postponed increase carbon tax,,1,1,0,0,1,3,2022,31,12,2022,https://www.bruegel.org/dataset/national-policies-shield-consumers-rising-energy-prices,"Finally, there will be a suspension of the carbon tax increase, which will reduce the price of petrol for consumers by as much as 16 euros for a 50L tank.",https://static.eurofound.europa.eu/covid19db/cases/PT-2021-52_2875.html,"The Ordinance 315/2021 of 23 December suspends the update of the tax addition on carbon emissions until 31 March 2022. This measure is extended by the Ordinance 118/2022 of 23 March, until 30 June 2022. This measure has additional extensions with the Ordinance 167-A/2022, of 30 June (extends measure until 31 August 2022), and Ordinance 217-A/2022 of 31 August (extends measure until 2 October 2022). On 5 September the Government announced that the suspension of the update of the tax addition on carbon emissions will continue until the end of the year (Government Press Release, 5 September 2022).
 
 The measure maintains the 2021 tax addition on carbon emissions, in the value of €23,921 per ton of CO2, in the terms set by the Ordinance 277/2020, of 4 December. In practice, this measure avoids a rise of 5 cents per litter of fuel (both gasoline and diesel). The value of the addition tax is set annually on the basis of the prices of auctions of licenses of gas emissions of greenhouse effect, held within the framework of the European Commerce of License Emissions (Comércio Europeu de Licenças de Emissão (CELE)).
 
 According to the newspaper Dinheiro Vivo this measure has a cost of €93 million, until the end of March 2022 (Dinheiro Vivo, 22 October 2021). Additionally, the extension of the measure until the end of the year will represent an effort of €537 million (Dinheiro Vivo, 6 September 2022).",,,,,,,,,,,,,,,,,,,,
Portugal,budget plan to freeze PT prices,implemented,national,gov,subsidy public transport,,0.5,1,1,1,1,1,2022,31,12,2100,https://www.bruegel.org/dataset/national-policies-shield-consumers-rising-energy-prices,"the State Budget includes a set of measures that respond to the increase in fuel prices and other raw materials, by limiting the increase in rents, freezing public transport prices – already announced under the “Families First” plan –",,,,,,,,,,,,,,,,,,,,,,
